Customer ID,CIBIL ID,Customer Name,Age,Gender,Marital Status,PAN Number,Phone,Email,Address,Type of Property (Rented/Owned),Postal code,Education level,Employment Status,Experience,Salary,CIBIL Score,Product Type,Loan Amount,Interest Rate,Loan Tenure,Eligibility (0/1)
HDFC-CUST-0032,265395460,Saanvi Gupta,49,Male,Single,UNCNY0785O,6044649006,saanvigupta18@yahoo.com,"Pune, Maharashtra",Owned,411045,Graduate,Government,0,19825,604,Silver Credit Card Loan,50000,26.96,36,1
HDFC-CUST-0033,489490231,Sai Thakur,34,Male,Single,XKVKS3329V,9080078555,saithakur52@gmail.com,"Pune, Maharashtra",Owned,411045,Diploma,Self-Employed,8,54067,715,Gold Personal Loan,171000,12.0,36,1
HDFC-CUST-0034,607905341,Riya Pandey,26,Male,Married,FCVJT5889T,6666027931,riyapandey28@icici.com,"Hyderabad, Telangana",Owned,500001,Graduate,Self-Employed,9,42727,635,Silver Credit Card Loan,0,0.0,0,0
HDFC-CUST-0035,977214415,Tanmay Das,41,Male,Married,ETBCL4642Q,6316553290,tanmaydas36@outlook.com,"Chennai, Tamil Nadu",Rented,600001,10th Pass,Salaried,4,31686,674,Silver Personal Loan,63000,17.51,30,1
HDFC-CUST-0036,533331515,Karthik More,24,Female,Single,WBAXW5574D,9038689082,karthikmore85@rediffmail.com,"Delhi, Delhi",Owned,110001,Postgraduate,Salaried,12,18021,723,Gold Credit Card Loan,50000,18.55,36,1
HDFC-CUST-0037,753040326,Diya Mehta,36,Male,Single,DFPTR1747Y,9686939344,diyamehta90@outlook.com,"Nashik, Maharashtra",Owned,422001,10th Pass,Salaried,1,51711,660,Silver Personal Loan,121000,16.88,12,1
HDFC-CUST-0038,132435760,Reyansh Mishra,21,Female,Single,OUXLV6341B,9183751244,reyanshmishra76@icici.com,"Bengaluru, Karnataka",Owned,560001,Graduate,Salaried,0,30647,693,Gold Credit Card Loan,61000,20.51,30,1
HDFC-CUST-0039,65039371,Muhammad Thakur,23,Female,Single,SRXWI5139W,9170563179,muhammadthakur97@icici.com,"Chennai, Tamil Nadu",Owned,600001,Graduate,Salaried,7,22285,790,Platinum Personal Loan,67000,7.88,30,1
HDFC-CUST-0040,772297916,Arnav Khan,36,Male,Single,UNOTN6865E,7166970379,arnavkhan88@outlook.com,"Jaipur, Rajasthan",Rented,302001,Graduate,Self-Employed,10,17250,680,Gold Credit Card Loan,0,0.0,0,0
HDFC-CUST-0041,894333023,Trisha Pillai,40,Female,Married,UNKEF6804L,6751014580,trishapillai38@rediffmail.com,"Aurangabad, Maharashtra",Owned,431001,Graduate,Self-Employed,13,45370,778,Platinum Personal Loan,272000,8.24,24,1
HDFC-CUST-0042,52146246,Muhammad Joshi,35,Male,Single,HVSDS4002E,9123047419,muhammadjoshi86@icici.com,"Thane, Maharashtra",Owned,400601,10th Pass,Salaried,4,97029,641,Silver Credit Card Loan,157000,25.76,30,1
HDFC-CUST-0043,869411790,Reyansh Pawar,33,Female,Single,NNZOK4692A,8737677305,reyanshpawar92@yahoo.com,"Pune, Maharashtra",Owned,411014,Postgraduate,Salaried,10,91791,757,Gold Personal Loan,918000,10.54,36,1
HDFC-CUST-0044,204491213,Krishna Iyer,32,Male,Married,IIKVM0628B,8274449316,krishnaiyer57@icici.com,"Kolhapur, Maharashtra",Rented,416003,PhD,Salaried,6,31828,821,Platinum Credit Card Loan,230000,12.92,24,1
HDFC-CUST-0045,263901434,Siddharth Mukherjee,22,Female,Married,LRJBW3929B,6645710864,siddharthmukherjee26@gmail.com,"Noida, Uttar Pradesh",Owned,201301,Graduate,Salaried,5,29600,547,Silver Personal Loan,0,0.0,0,0
HDFC-CUST-0046,675221771,Arjun Chauhan,28,Male,Single,KQGCT4352I,9266921017,arjunchauhan21@outlook.com,"Noida, Uttar Pradesh",Owned,201301,Graduate,Salaried,10,50565,664,Silver Credit Card Loan,0,0.0,0,0
HDFC-CUST-0047,638761949,Isha More,30,Male,Single,FDUAO3856C,6397578096,ishamore67@rediffmail.com,"Kolkata, West Bengal",Owned,700001,Postgraduate,Salaried,9,24281,760,Gold Personal Loan,110000,11.22,30,1
HDFC-CUST-0048,80972256,Vihaan Gupta,42,Male,Single,EYFYN2019I,7660655169,vihaangupta53@icici.com,"Kolhapur, Maharashtra",Rented,416003,Graduate,Salaried,0,46515,706,Gold Credit Card Loan,90000,18.19,24,1
HDFC-CUST-0049,220236281,Vivaan Jadhav,37,Female,Married,HGUKL6144K,7377891353,vivaanjadhav69@gmail.com,"Kolkata, West Bengal",Owned,700001,12th Pass,Self-Employed,12,67469,746,Gold Personal Loan,448000,11.74,30,1
HDFC-CUST-0050,734515057,Ananya Chauhan,21,Female,Single,EZMWM0342S,8025862011,ananyachauhan43@outlook.com,"Kolkata, West Bengal",Owned,700001,Graduate,Salaried,12,73873,678,Silver Credit Card Loan,171000,23.42,30,1
HDFC-CUST-0051,555454031,Pranav Mishra,37,Male,Single,CJZOJ1640B,7785181933,pranavmishra88@outlook.com,"Nashik, Maharashtra",Owned,422001,Graduate,Government,3,45655,726,Gold Personal Loan,185000,12.18,24,1
HDFC-CUST-0052,316479870,Kiara Tiwari,31,Female,Married,SRAMZ7757S,9166816091,kiaratiwari12@rediffmail.com,"Aurangabad, Maharashtra",Owned,431001,12th Pass,Salaried,8,36127,709,Gold Credit Card Loan,104000,17.76,36,1
HDFC-CUST-0053,459725583,Arnav Pawar,29,Male,Married,ZMJYL5568V,8612529222,arnavpawar72@outlook.com,"Bengaluru, Karnataka",Owned,560001,Graduate,Self-Employed,8,29655,802,Platinum Personal Loan,156000,7.54,12,1
HDFC-CUST-0054,619916846,Diya Khan,39,Female,Single,YCYRT2825I,7172092213,diyakhan70@gmail.com,"Thane, Maharashtra",Owned,400601,Diploma,Student,7,15873,738,Gold Credit Card Loan,50000,18.4,24,1
HDFC-CUST-0055,295498411,Siddharth Das,42,Female,Married,XCONS9918F,6934999805,siddharthdas23@outlook.com,"Hyderabad, Telangana",Owned,500001,Diploma,Government,4,42860,744,Gold Personal Loan,201000,12.59,48,1
HDFC-CUST-0056,552326416,Ishaan Gaikwad,41,Female,Married,AIHRF6644K,6409490342,ishaangaikwad52@outlook.com,"Gurugram, Haryana",Rented,122001,Graduate,Salaried,3,48065,691,Gold Credit Card Loan,123000,20.7,36,1
HDFC-CUST-0057,251846748,Tanmay Gupta,27,Female,Single,FYMLZ3797Z,7765755391,tanmaygupta80@icici.com,"Kolhapur, Maharashtra",Rented,416003,Graduate,Government,6,75792,686,Gold Personal Loan,494000,13.67,48,1
HDFC-CUST-0058,384930981,Meera Nair,32,Female,Single,KOORI0202C,6475089421,meeranair27@rediffmail.com,"Delhi, Delhi",Owned,110001,Graduate,Government,11,32124,690,Gold Credit Card Loan,115000,19.15,12,1
HDFC-CUST-0059,210570742,Diya Gupta,37,Male,Married,KDZVT9474M,7232971847,diyagupta12@yahoo.com,"Hyderabad, Telangana",Owned,500001,12th Pass,Salaried,8,84371,748,Gold Personal Loan,622000,11.48,42,1
HDFC-CUST-0060,734137483,Rohan Nair,42,Male,Single,HVTIP6331V,7425571650,rohannair54@rediffmail.com,"Chennai, Tamil Nadu",Rented,600001,Diploma,Government,5,41914,691,Gold Credit Card Loan,128000,19.84,18,1
HDFC-CUST-0061,392177796,Ayaan Gaikwad,30,Male,Married,ZODGF6980X,7036008562,ayaangaikwad36@outlook.com,"Nashik, Maharashtra",Owned,422001,12th Pass,Salaried,9,39575,740,Gold Personal Loan,181000,12.25,36,1
HDFC-CUST-0062,133846628,Rohan Bhat,33,Male,Married,UJNJG5409P,8934521295,rohanbhat63@outlook.com,"Nashik, Maharashtra",Rented,422001,12th Pass,Government,0,33036,865,Platinum Credit Card Loan,125000,12.89,30,1
HDFC-CUST-0063,960540752,Nisha Gaikwad,25,Male,Married,JDOEX9958C,6748270536,nishagaikwad95@icici.com,"Pune, Maharashtra",Owned,411001,Graduate,Salaried,11,15000,781,Platinum Personal Loan,78000,8.22,30,1
HDFC-CUST-0064,1447580,Riya Menon,24,Male,Single,CDENV2334S,7926868703,riyamenon80@rediffmail.com,"Kolkata, West Bengal",Rented,700001,Diploma,Self-Employed,0,71569,697,Gold Credit Card Loan,0,0.0,0,0
HDFC-CUST-0065,371975904,Saanvi Iyer,41,Male,Single,WXMBB9850K,6957730128,saanviiyer59@icici.com,"Hyderabad, Telangana",Owned,500001,Diploma,Retired,5,40472,804,Platinum Personal Loan,194000,7.78,24,1
HDFC-CUST-0066,94710455,Arjun Joshi,45,Female,Married,IQULF5315M,6722023713,arjunjoshi56@gmail.com,"Ahmedabad, Gujarat",Rented,380001,PhD,Salaried,2,34751,691,Gold Credit Card Loan,73000,19.98,12,1
HDFC-CUST-0067,974641038,Muhammad Verma,33,Male,Single,CPIKH3099H,7612211227,muhammadverma56@outlook.com,"Bengaluru, Karnataka",Rented,560001,Postgraduate,Self-Employed,1,47567,577,Silver Personal Loan,50000,20.02,12,1
HDFC-CUST-0068,917079278,Jiya Joshi,42,Female,Single,VWZDI9239K,8769732739,jiyajoshi35@icici.com,"Mumbai, Maharashtra",Rented,400001,Graduate,Salaried,11,51772,649,Silver Credit Card Loan,0,0.0,0,0
HDFC-CUST-0069,609637940,Arjun Shetty,37,Female,Single,HGELJ4555W,9573856076,arjunshetty55@yahoo.com,"Mumbai, Maharashtra",Rented,400001,Postgraduate,Salaried,4,18313,589,Silver Personal Loan,0,0.0,0,0
HDFC-CUST-0070,31897553,Atharv Reddy,29,Male,Single,KUPNI0149D,7337530740,atharvreddy15@gmail.com,"Mumbai, Maharashtra",Owned,400001,Graduate,Self-Employed,7,35308,695,Gold Credit Card Loan,0,0.0,0,0
HDFC-CUST-0071,565653868,Mahika Gaikwad,37,Male,Married,QERKT8440G,7277575311,mahikagaikwad95@rediffmail.com,"Jaipur, Rajasthan",Rented,302001,Graduate,Salaried,6,59502,721,Gold Personal Loan,329000,11.89,36,1
HDFC-CUST-0072,546484007,Tanmay Mishra,46,Male,Married,IGDJD3554P,7541340301,tanmaymishra59@icici.com,"Mumbai, Maharashtra",Rented,400001,Graduate,Salaried,8,21365,837,Platinum Credit Card Loan,97000,12.77,24,1
HDFC-CUST-0073,808182768,Siddharth Iyer,34,Female,Single,HUOUM5525L,6742476280,siddharthiyer43@outlook.com,"Pune, Maharashtra",Owned,411001,Diploma,Salaried,6,46324,743,Gold Personal Loan,164000,11.49,36,1
HDFC-CUST-0074,711328316,Zara Menon,47,Male,Married,UVUON5192S,8959817402,zaramenon93@yahoo.com,"Bengaluru, Karnataka",Rented,560001,Graduate,Government,1,24358,705,Gold Credit Card Loan,50000,18.34,12,1
HDFC-CUST-0075,835543600,Nikita Shetty,21,Female,Single,QWCNH9393A,6746305242,nikitashetty44@outlook.com,"Gurugram, Haryana",Rented,122001,Postgraduate,Salaried,10,50506,778,Platinum Personal Loan,288000,8.14,24,1
HDFC-CUST-0076,704126068,Myra Verma,41,Male,Married,ELZLZ9838I,6623913362,myraverma93@gmail.com,"Pune, Maharashtra",Rented,411014,Graduate,Salaried,4,39293,565,Silver Credit Card Loan,0,0.0,0,0
HDFC-CUST-0077,17539312,Mahika Agarwal,35,Female,Single,JSCIW1771V,7056132796,mahikaagarwal66@yahoo.com,"Nashik, Maharashtra",Owned,422001,Graduate,Self-Employed,0,20513,736,Gold Personal Loan,60000,12.07,36,1
HDFC-CUST-0078,367970020,Reyansh Naidu,32,Female,Married,RWRHN5720Z,7414559991,reyanshnaidu82@rediffmail.com,"Pune, Maharashtra",Owned,411001,Diploma,Salaried,4,71611,774,Platinum Credit Card Loan,309000,13.85,24,1
HDFC-CUST-0079,44637717,Vihaan Bhat,35,Female,Married,NKSCN6235G,7536860678,vihaanbhat17@yahoo.com,"Chennai, Tamil Nadu",Rented,600001,Diploma,Salaried,12,27704,616,Silver Personal Loan,0,0.0,0,0
HDFC-CUST-0080,321572508,Aarav Singh,21,Female,Married,NUSED7287A,8820750434,aaravsingh82@yahoo.com,"Hyderabad, Telangana",Rented,500001,Diploma,Salaried,9,26676,800,Platinum Credit Card Loan,67000,13.36,36,1
HDFC-CUST-0081,873043277,Dhruv Iyer,32,Female,Single,XEYAU7622X,8203591899,dhruviyer18@rediffmail.com,"Kolhapur, Maharashtra",Rented,416003,Postgraduate,Student,5,26531,744,Gold Personal Loan,59000,11.97,12,1
HDFC-CUST-0082,709857390,Dhruv Gaikwad,37,Female,Married,MUFXT2042L,6906871524,dhruvgaikwad17@yahoo.com,"Pune, Maharashtra",Rented,411045,Postgraduate,Self-Employed,5,81692,691,Gold Credit Card Loan,217000,20.69,42,1
HDFC-CUST-0083,592321168,Muhammad More,46,Male,Married,KPBRD2893X,8320275114,muhammadmore62@gmail.com,"Pune, Maharashtra",Rented,411001,Postgraduate,Salaried,5,24070,764,Gold Personal Loan,77000,10.8,12,1
HDFC-CUST-0084,366528009,Yashvi Iyer,30,Male,Married,ICGJN6290M,9550171072,yashviiyer35@rediffmail.com,"Thane, Maharashtra",Owned,400601,Diploma,Salaried,14,41253,879,Platinum Credit Card Loan,275000,13.32,30,1
HDFC-CUST-0085,403467295,Meera Agarwal,28,Male,Married,VIBLE5830V,9121280622,meeraagarwal62@icici.com,"Hyderabad, Telangana",Rented,500001,Diploma,Salaried,8,49565,733,Gold Personal Loan,219000,12.09,30,1
HDFC-CUST-0086,593991237,Vivaan Parekh,30,Female,Single,UIOIH0508I,6843521225,vivaanparekh17@yahoo.com,"Chennai, Tamil Nadu",Rented,600001,10th Pass,Government,8,67880,737,Gold Credit Card Loan,202000,18.58,42,1
HDFC-CUST-0087,59788939,Diya Tiwari,41,Male,Married,JODYV8951B,6060436831,diyatiwari51@gmail.com,"Pune, Maharashtra",Owned,411014,Postgraduate,Salaried,10,43689,688,Gold Personal Loan,226000,12.8,48,1
HDFC-CUST-0088,69925917,Kavya Tiwari,37,Male,Single,IZTLQ4375T,8251361799,kavyatiwari60@icici.com,"Noida, Uttar Pradesh",Rented,201301,Graduate,Self-Employed,7,38288,661,Silver Credit Card Loan,50000,24.49,12,1
HDFC-CUST-0089,661082390,Dhruv Mehta,30,Female,Single,XCSQX4220I,6704414833,dhruvmehta71@icici.com,"Pune, Maharashtra",Owned,411014,Graduate,Salaried,5,26445,778,Platinum Personal Loan,113000,7.97,24,1
HDFC-CUST-0090,354000864,Ishaan Parekh,38,Male,Married,OXCPP4091N,7039459562,ishaanparekh22@gmail.com,"Mumbai, Maharashtra",Owned,400001,Postgraduate,Salaried,5,41761,660,Silver Credit Card Loan,54000,24.51,36,1
HDFC-CUST-0091,35955884,Muhammad Verma,35,Male,Single,HCVIK4605F,8834242207,muhammadverma95@gmail.com,"Nashik, Maharashtra",Rented,422001,Graduate,Salaried,6,23402,725,Gold Personal Loan,70000,12.06,36,1
HDFC-CUST-0092,829903332,Sara Salunkhe,42,Male,Single,CXSNX8661Y,9199814949,sarasalunkhe90@yahoo.com,"Chennai, Tamil Nadu",Rented,600001,Postgraduate,Salaried,6,15000,687,Gold Credit Card Loan,0,0.0,0,0
HDFC-CUST-0093,604233738,Myra Sharma,28,Female,Single,DOPZC1778L,9265414664,myrasharma60@outlook.com,"Kolhapur, Maharashtra",Owned,416003,Diploma,Salaried,9,49757,754,Gold Personal Loan,308000,10.66,48,1
HDFC-CUST-0094,824972856,Muhammad Reddy,31,Male,Single,TUISP0494P,8851351880,muhammadreddy34@yahoo.com,"Hyderabad, Telangana",Owned,500001,Graduate,Self-Employed,6,72284,743,Gold Credit Card Loan,286000,17.53,24,1
HDFC-CUST-0095,411826977,Sai Verma,31,Male,Single,PEWPJ1876J,6315986624,saiverma12@gmail.com,"Bengaluru, Karnataka",Owned,560001,Postgraduate,Student,9,10000,793,Platinum Personal Loan,50000,7.94,24,1
HDFC-CUST-0096,178886667,Pranav Menon,22,Female,Married,LFHNQ5099L,8210968278,pranavmenon48@yahoo.com,"Ahmedabad, Gujarat",Owned,380001,Diploma,Salaried,6,24143,684,Gold Credit Card Loan,50000,18.99,30,1
HDFC-CUST-0097,622848354,Nisha Chatterjee,36,Female,Married,KTPZV3766P,8588810128,nishachatterjee33@outlook.com,"Gurugram, Haryana",Rented,122001,Graduate,Salaried,6,54514,701,Gold Personal Loan,345000,12.16,48,1
HDFC-CUST-0098,304275177,Sai Salunkhe,36,Male,Married,PYBXN8320E,7939891810,saisalunkhe52@yahoo.com,"Thane, Maharashtra",Owned,400601,Diploma,Salaried,0,111902,651,Silver Credit Card Loan,230000,23.5,48,1
HDFC-CUST-0099,945546194,Arnav Mishra,34,Female,Married,KZJAF3038G,6662631351,arnavmishra15@outlook.com,"Kolkata, West Bengal",Owned,700001,Postgraduate,Government,10,48501,689,Gold Personal Loan,0,0.0,0,0
HDFC-CUST-0100,272604156,Krishna Singh,32,Female,Single,FZFAN1773U,8765018014,krishnasingh25@icici.com,"Chennai, Tamil Nadu",Rented,600001,Postgraduate,Salaried,7,27796,746,Gold Credit Card Loan,50000,17.2,18,1
HDFC-CUST-0101,105712292,Arnav Shetty,23,Male,Single,QHUMP7893N,8159642001,arnavshetty83@rediffmail.com,"Chennai, Tamil Nadu",Rented,600001,Diploma,Self-Employed,10,41979,773,Platinum Personal Loan,259000,7.79,42,1
HDFC-CUST-0102,864481179,Myra Nair,31,Male,Married,WWJRL1880E,7389273314,myranair68@outlook.com,"Aurangabad, Maharashtra",Rented,431001,Graduate,Self-Employed,0,91476,655,Silver Credit Card Loan,162000,25.02,36,1
HDFC-CUST-0103,298566474,Ishaan Deshmukh,31,Female,Married,MOLPU6887E,9914023767,ishaandeshmukh83@icici.com,"Pune, Maharashtra",Owned,411045,Graduate,Salaried,14,28959,781,Platinum Personal Loan,142000,7.81,36,1
HDFC-CUST-0104,145006635,Jiya Khan,28,Male,Single,YNMME7332Q,7538045043,jiyakhan73@gmail.com,"Delhi, Delhi",Owned,110001,Graduate,Salaried,5,26824,815,Platinum Credit Card Loan,137000,12.59,30,1
HDFC-CUST-0105,211828137,Rohan Gaikwad,33,Female,Single,BFLOQ4671Y,7036753184,rohangaikwad62@gmail.com,"Nagpur, Maharashtra",Rented,440001,Graduate,Salaried,10,31422,749,Gold Personal Loan,172000,11.82,30,1
HDFC-CUST-0106,299414772,Aditya Tiwari,37,Male,Married,LRYDM5098P,7618166384,adityatiwari87@yahoo.com,"Pune, Maharashtra",Owned,411001,12th Pass,Salaried,2,24834,851,Platinum Credit Card Loan,101000,12.65,18,1
HDFC-CUST-0107,501617122,Siya Das,49,Male,Single,QHIRZ6956K,6755976858,siyadas64@gmail.com,"Mumbai, Maharashtra",Owned,400001,10th Pass,Government,8,51036,666,Silver Personal Loan,143000,17.43,18,1
HDFC-CUST-0108,884267357,Vihaan Chatterjee,35,Male,Married,AVCWT8752Z,8603476907,vihaanchatterjee35@icici.com,"Chennai, Tamil Nadu",Owned,600001,Diploma,Self-Employed,2,103646,633,Silver Credit Card Loan,0,0.0,0,0
HDFC-CUST-0109,507595715,Krishna Shukla,36,Female,Single,ZBZTD0221I,6371130966,krishnashukla72@icici.com,"Pune, Maharashtra",Rented,411014,Graduate,Student,4,28207,595,Silver Personal Loan,0,0.0,0,0
HDFC-CUST-0110,270575542,Kavya Kulkarni,33,Female,Single,FIJFT5989A,6649669639,kavyakulkarni24@rediffmail.com,"Noida, Uttar Pradesh",Owned,201301,Graduate,Government,14,42309,825,Platinum Credit Card Loan,340000,12.42,24,1
HDFC-CUST-0111,7552236,Krishna Das,21,Male,Married,EYNAB6784D,7579769714,krishnadas52@gmail.com,"Bengaluru, Karnataka",Owned,560001,Graduate,Salaried,5,34570,766,Gold Personal Loan,151000,10.5,18,1
HDFC-CUST-0112,916977395,Mahika Das,34,Male,Single,DASBT0835J,8629380127,mahikadas79@outlook.com,"Kolkata, West Bengal",Owned,700001,Postgraduate,Salaried,7,18307,716,Gold Credit Card Loan,54000,18.7,36,1
